doc_id,context,metadata
doc2548084,"Peer review is a cornerstone of scientific publishing, including at premier machine learning conferences such as ICLR . As submission volumes increase, understanding the nature and dynamics of the review process is crucial for improving its efficiency, effectiveness, and the quality of published papers. We present a large-scale analysis of the ICLR 2024 and 2025 peer review processes, focusing on before- and after-rebuttal scores and reviewer-author interactions. We examine review scores , author-reviewer engagement , temporal patterns in review submissions, and co-reviewer influence effects. Combining quantitative analyses with LLM-based categorization of review texts and rebuttal discussions, we identify common strengths and weaknesses for each rating group, as well as trends in rebuttal strategies that are most strongly associated with score changes . Our findings show that initial scores and the ratings of co-reviewers are the strongest predictors of score changes during the rebuttal, pointing to a degree of reviewer influence . Rebuttals play a valuable role in improving outcomes for borderline papers, where thoughtful author responses can meaningfully shift reviewer perspectives. More broadly, our study offers evidence-based insights to improve the peer review process, guiding authors on effective rebuttal strategies and helping the community design fairer and more efficient review processes. Our code and score changes data are available at https://github.com/papercopilot/ iclr -insights.","{'paper_name': 'Insights from the ICLR Peer Review and Rebuttal Process', 'github_url': 'https://github.com/papercopilot/iclr-insights.', 'huggingface_url': 'https://huggingface.co/papers/2511.15462', 'upvote': 6, 'tags': ['review', 'reviewer', 'rebuttal']}"
doc2548085,"Vision Language Models ( VLMs ) perform well on standard video tasks but struggle with physics-driven reasoning involving motion dynamics and spatial interactions . This limitation reduces their ability to interpret real or AI-generated content (AIGC) videos and to generate physically consistent content. We present an approach that addresses this gap by translating physical-world context cues into interpretable representations aligned with VLMs ' perception, comprehension , and reasoning. We introduce MASS-Bench , a comprehensive benchmark consisting of 4,350 real-world and AIGC videos and 8,361 free-form video question-answering pairs focused on physics-related comprehension tasks, with detailed annotations including visual detections , sub-segment grounding , and full-sequence 3D motion tracking of entities. We further present MASS , a model-agnostic method that injects spatial-temporal signals into the VLM language space via depth-based 3D encoding and visual grounding , coupled with a motion tracker for object dynamics . To strengthen cross-modal alignment and reasoning, we apply reinforcement fine-tuning . Experiments and ablations show that our refined VLMs outperform comparable and larger baselines, as well as prior state-of-the-art models, by 8.7% and 6.0%, achieving performance comparable to close-source SoTA VLMs such as Gemini-2.5-Flash on physics reasoning and comprehension . These results validate the effectiveness of our approach.","{'paper_name': 'MASS: Motion-Aware Spatial-Temporal Grounding for Physics Reasoning and Comprehension in Vision-Language Models', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.18373', 'upvote': 5, 'tags': ['vlms', 'reasoning', 'motion']}"
doc2548086,"Grounding natural-language instructions into continuous control for quadruped robots remains a fundamental challenge in vision language action. Existing methods struggle to bridge high-level semantic reasoning and low-level actuation, leading to unstable grounding and weak generalization in the real world. To address these issues, we present MobileVLA-R1 , a unified vision-language-action framework that enables explicit reasoning and continuous control for quadruped robots. We construct MobileVLA-CoT, a large-scale dataset of multi-granularity chain-of-thought (CoT) for embodied trajectories, providing structured reasoning supervision for alignment. Built upon this foundation, we introduce a two-stage training paradigm that combines supervised CoT alignment with GRPO reinforcement learning to enhance reasoning consistency, control stability, and long-horizon execution. Extensive evaluations on VLN and VLA tasks demonstrate superior performance over strong baselines, with approximately a 5% improvement. Real-world deployment on a quadruped robot validates robust performance in complex environments. Code: https://github.com/AIGeeksGroup/ MobileVLA-R1 . Website: https://aigeeksgroup.github.io/ MobileVLA-R1 .","{'paper_name': 'MobileVLA-R1: Reinforcing Vision-Language-Action for Mobile Robots', 'github_url': 'https://github.com/AIGeeksGroup/MobileVLA-R1', 'huggingface_url': 'https://huggingface.co/papers/2511.17889', 'upvote': 5, 'tags': ['mobilevla', 'reasoning', 'r1']}"
doc2548087,"While recent video generation models have achieved significant visual fidelity, they often suffer from the lack of explicit physical controllability and plausibility . To address this, some recent studies attempted to guide the video generation with physics-based rendering . However, these methods face inherent challenges in accurately modeling complex physical properties and effectively control ling the resulting physical behavior over extended temporal sequences. In this work, we introduce PhysChoreo, a novel framework that can generate videos with diverse controllability and physical realism from a single image. Our method consists of two stages: first, it estimates the static initial physical properties of all objects in the image through part-aware physical property reconstruction . Then, through temporally instructed and physically editable simulation, it synthesizes high-quality videos with rich dynamic behaviors and physical realism . Experimental results show that PhysChoreo can generate videos with rich behaviors and physical realism , outperforming state-of-the-art methods on multiple evaluation metrics.","{'paper_name': 'PhysChoreo: Physics-Controllable Video Generation with Part-Aware Semantic Grounding', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20562', 'upvote': 4, 'tags': ['physical', 'videos', 'realism']}"
doc2548088,"State-of-the-art flow models achieve remarkable quality but require slow, iterative sampling . To accelerate this, flow maps can be distilled from pre-trained teachers, a procedure that conventionally requires sampling from an external dataset. We argue that this data-dependency introduces a fundamental risk of Teacher-Data Mismatch , as a static dataset may provide an incomplete or even misaligned representation of the teacher's full generative capabilities. This leads us to question whether this reliance on data is truly necessary for successful flow map distillation . In this work, we explore a data-free alternative that samples only from the prior distribution , a distribution the teacher is guaranteed to follow by construction, thereby circumventing the mismatch risk entirely. To demonstrate the practical viability of this philosophy, we introduce a principled framework that learns to predict the teacher's sampling path while actively correcting for its own compounding errors to ensure high fid elity. Our approach surpasses all data-based counterparts and establishes a new state-of-the-art by a significant margin. Specifically, distilling from SiT-XL/2+REPA, our method reaches an impressive FID of 1.45 on ImageNet 256x256, and 1.49 on ImageNet 512x512, both with only 1 sampling step. We hope our work establishes a more robust paradigm for accelerating generative models and motivates the broader adoption of flow map distillation without data.","{'paper_name': 'Flow Map Distillation Without Data', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19428', 'upvote': 4, 'tags': ['data', 'teacher', 'flow']}"
doc2548089,"Long-horizon robotic manipulation remains challenging for Vision-Language-Action (VLA) models despite recent progress in zero-shot generalization and simulation-to-real-world transfer. Current VLA models suffer from stage hallucination, where agents exploit coarse evaluation signals to shortcut multi-step tasks, reporting high progress without truly completing them. We present EvoVLA, a self-supervised VLA framework that addresses this issue through three complementary components: Stage-Aligned Reward (SAR), which uses triplet contrastive learning with Gemini-generated hard negatives to prevent visual shortcuts; Pose-Based Object Exploration (POE), which grounds curiosity in relative object-gripper pose instead of raw pixels; and Long-Horizon Memory , which uses selective context retention and gated fusion to stabilize intrinsic shaping during extended rollouts. Extensive evaluations on Discoverse-L , a long-horizon manipulation benchmark with three multi-stage tasks, show that EvoVLA improves average task success by 10.2 percentage points over the strongest baseline ( OpenVLA-OFT ), reaching 69.2 percent. EvoVLA also achieves one-and-a-half times better sample efficiency and reduces stage hallucination from 38.5 percent to 14.8 percent. Real-world deployment on physical robots reaches an average success rate of 54.6 percent across four manipulation tasks, outperforming OpenVLA-OFT by 11 points, demonstrating effective sim-to-real transfer and strong generalization. Code: https://github.com/AIGeeksGroup/EvoVLA. Website: https://aigeeksgroup.github.io/EvoVLA.","{'paper_name': 'EvoVLA: Self-Evolving Vision-Language-Action Model', 'github_url': 'https://github.com/AIGeeksGroup/EvoVLA', 'huggingface_url': 'https://huggingface.co/papers/2511.16166', 'upvote': 4, 'tags': ['evovla', 'stage', 'percent']}"
doc2548090,"Vision-Language-Action (VLA) policies excel in aligning language, perception, and robot control. However, most VLAs are trained purely by imitation , which overfits to demonstrations, and is brittle under distribution shift. Reinforcement learning (RL) directly optimizes task reward and thus addresses this misalignment, but real-robot interaction is expensive and conventional simulators are hard to engineer and transfer. We address both data efficiency and optimization stability in VLA post-training via a learned world model and an RL procedure tailored to flow-based action heads. Specifically, we introduce Prophet , a unified action-to-video robot actuation pretrained across large-scale, heterogeneous robot data to learn reusable action-outcome dynamics. It is able to few-shot adapt to new robots, objects, and environments, yielding a rollout-ready simulator . Upon Prophet , we reinforce action policies with Flow-action-GRPO (FA-GRPO), which adapts Flow-GRPO to operate on VLA actions, and with FlowScale , a stepwise reweighting that rescales per-step gradients in the flow head. Together, Prophet , FA-GRPO, and FlowScale constitute ProphRL , a practical, data- and compute-efficient path to VLA post-training. Experiments show 5-17% success gains on public benchmarks and 24-30% gains on real robots across different VLA variants.","{'paper_name': 'Reinforcing Action Policies by Prophesying', 'github_url': 'https://github.com/LogosRoboticsGroup/ProphRL', 'huggingface_url': 'https://huggingface.co/papers/2511.20633', 'upvote': 3, 'tags': ['action', 'vla', 'grpo']}"
doc2548091,"Diffusion-based editing enables realistic modification of local image regions, making AI-generated content harder to detect. Existing AIGC detection benchmarks focus on classifying entire images, overlooking the localization of diffusion-based edits. We introduce DiffSeg30k , a publicly available dataset of 30k diffusion-edited images with pixel-level annotations , designed to support fine-grained detection. DiffSeg30k features: 1) In-the-wild images --we collect images or image prompts from COCO to reflect real-world content diversity; 2) Diverse diffusion models --local edits using eight SOTA diffusion models ; 3) Multi-turn editing --each image undergoes up to three sequential edits to mimic real-world sequential editing; and 4) Realistic editing scenarios--a vision-language model (VLM)-based pipeline automatically identifies meaningful regions and generates context-aware prompts covering additions, removals, and attribute changes. DiffSeg30k shifts AIGC detection from binary classification to semantic segmentation , enabling simultaneous localization of edits and identification of the editing models. We benchmark three baseline segmentation approaches, revealing significant challenges in semantic segmentation tasks, particularly concerning robustness to image distortions . Experiments also reveal that segmentation models, despite being trained for pixel-level localization, emerge as highly reliable whole-image classifiers of diffusion edits, outperforming established forgery classifiers while showing great potential in cross-generator generalization . We believe DiffSeg30k will advance research in fine-grained localization of AI-generated content by demonstrating the promise and limitations of segmentation-based methods. DiffSeg30k is released at: https://huggingface.co/datasets/Chaos2629/ Diffseg30k","{'paper_name': 'DiffSeg30k: A Multi-Turn Diffusion Editing Benchmark for Localized AIGC Detection', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19111', 'upvote': 3, 'tags': ['diffseg30k', 'diffusion', 'segmentation']}"
doc2548092,"While recent world models generate highly realistic videos, their ability to perform robot path planning remains unclear and unquantified. We introduce Target-Bench , the first benchmark specifically designed to evaluate world models on mapless path planning toward semantic targets in real-world environments. Target-Bench provides 450 robot-collected video sequences spanning 45 semantic categories with SLAM-based ground truth trajectories . Our evaluation pipeline recovers camera motion from generated videos and measures planning performance using five complementary metrics that quantify target-reaching capability, trajectory accuracy , and directional consistency . We evaluate state-of-the-art models including Sora 2 , Veo 3.1 , and the Wan series . The best off-the-shelf model (Wan2.2-Flash) achieves only 0.299 overall score, revealing significant limitations in current world models for robotic planning tasks. We show that fine-tuning an open-source 5B-parameter model on only 325 scenarios from our dataset achieves 0.345 overall score -- an improvement of more than 400% over its base version (0.066) and 15% higher than the best off-the-shelf model. We will open-source the code and dataset.","{'paper_name': 'Target-Bench: Can World Models Achieve Mapless Path Planning with Semantic Targets?', 'github_url': 'https://github.com/TUM-AVS/target-bench', 'huggingface_url': 'https://huggingface.co/papers/2511.17792', 'upvote': 3, 'tags': ['world', 'planning', 'models']}"
doc2548093,"We present Sphinx, a synthetic environment for visual perception and reasoning that targets core cognitive primitives . Sphinx procedurally generates puzzles using motifs , tiles , charts , icons , and geometric primitives , each paired with verifiable ground-truth solutions , enabling both precise evaluation and large-scale dataset construction . The benchmark covers 25 task types spanning symmetry detection , geometric transformations , spatial reasoning , chart interpretation , and sequence prediction . Evaluating recent large vision-language models (LVLMs) shows that even state-of-the-art GPT-5 attains only 51.1% accuracy, well below human performance. Finally, we demonstrate that reinforcement learning with verifiable rewards (RLVR) substantially improves model accuracy on these tasks and yields gains on external visual reasoning benchmarks, highlighting its promise for advancing multimodal reasoning .","{'paper_name': 'SPHINX: A Synthetic Environment for Visual Perception and Reasoning', 'github_url': 'https://github.com/xashru/sphinx', 'huggingface_url': 'https://huggingface.co/papers/2511.20814', 'upvote': 2, 'tags': ['reasoning', 'visual', 'verifiable']}"
doc2548094,"While recent text-to-video (T2V) diffusion models have achieved impressive quality and prompt alignment, they often produce low-diversity outputs when sampling multiple videos from a single text prompt. We tackle this challenge by formulating it as a set-level policy optimization problem, with the goal of training a policy that can cover the diverse range of plausible outcomes for a given prompt. To address this, we introduce DPP-GRPO, a novel framework for diverse video generation that combines Determinantal Point Processes (DPPs) and Group Relative Policy Optimization (GRPO) theories to enforce explicit reward on diverse generations. Our objective turns diversity into an explicit signal by imposing diminishing returns on redundant samples (via DPP) while supplies groupwise feedback over candidate sets (via GRPO). Our framework is plug-and-play and model-agnostic, and encourages diverse generations across visual appearance , camera motions , and scene structure without sacrificing prompt fidelity or perceptual quality. We implement our method on WAN and CogVideoX, and show that our method consistently improves video diversity on state-of-the-art benchmarks such as VBench , VideoScore , and human preference studies. Moreover, we release our code and a new benchmark dataset of 30,000 diverse prompts to support future research.","{'paper_name': 'Diverse Video Generation with Determinantal Point Process-Guided Policy Optimization', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20647', 'upvote': 2, 'tags': ['diverse', 'prompt', 'grpo']}"
doc2548095,"Timestep distillation is an effective approach for improving the generation efficiency of diffusion models . The Consistency Model (CM), as a trajectory-based framework , demonstrates significant potential due to its strong theoretical foundation and high-quality few-step generation. Nevertheless, current continuous-time consistency distillation methods still rely heavily on training data and computational resources, hindering their deployment in resource-constrained scenarios and limiting their scalability to diverse domains. To address this issue, we propose Trajectory-Backward Consistency Model (TBCM), which eliminates the dependence on external training data by extracting latent representations directly from the teacher model's generation trajectory. Unlike conventional methods that require VAE encoding and large-scale datasets, our self-contained distillation paradigm significantly improves both efficiency and simplicity. Moreover, the trajectory-extracted samples naturally bridge the distribution gap between training and inference, thereby enabling more effective knowledge transfer. Empirically, TBCM achieves 6.52 FID and 28.08 CLIP scores on MJHQ-30k under one-step generation , while reducing training time by approximately 40% compared to Sana-Sprint and saving a substantial amount of GPU memory, demonstrating superior efficiency without sacrificing quality. We further reveal the diffusion-generation space discrepancy in continuous-time consistency distillation and analyze how sampling strategies affect distillation performance, offering insights for future distillation research. GitHub Link: https://github.com/hustvl/TBCM.","{'paper_name': 'Image-Free Timestep Distillation via Continuous-Time Consistency with Trajectory-Sampled Pairs', 'github_url': 'https://github.com/hustvl/TBCM', 'huggingface_url': 'https://huggingface.co/papers/2511.20410', 'upvote': 2, 'tags': ['distillation', 'generation', 'trajectory']}"
doc2548096,"Vision Foundation Models (VFMs) extract spatially downsampled representations , posing challenges for pixel-level tasks. Existing upsampling approaches face a fundamental trade-off: classical filters are fast and broadly applicable but rely on fixed forms, while modern upsamplers achieve superior accuracy through learnable, VFM-specific forms at the cost of retraining for each VFM. We introduce Neighborhood Attention Filtering (NAF) , which bridges this gap by learning adaptive spatial-and-content weights through Cross-Scale Neighborhood Attention and Rotary Position Embeddings (RoPE) , guided solely by the high-resolution input image. NAF operates zero-shot: it upsamples features from any VFM without retraining, making it the first VFM-agnostic architecture to outperform VFM-specific upsamplers and achieve state-of-the-art performance across multiple downstream tasks. It maintains high efficiency, scaling to 2K feature maps and reconstructing intermediate-resolution maps at 18 FPS. Beyond feature upsampling , NAF demonstrates strong performance on image restoration , highlighting its versatility. Code and checkpoints are available at https://github.com/valeoai/NAF.","{'paper_name': 'NAF: Zero-Shot Feature Upsampling via Neighborhood Attention Filtering', 'github_url': 'https://github.com/valeoai/NAF', 'huggingface_url': 'https://huggingface.co/papers/2511.18452', 'upvote': 2, 'tags': ['vfm', 'naf', 'upsampling']}"
doc2548097,"Recent advancements in multimodal large language models (MLLMs) and video agent systems have significantly improved general video understanding. However, when applied to scientific video understanding and educating, a domain that demands external professional knowledge integration and rigorous step-wise reasoning, existing approaches often struggle. To bridge this gap, we propose SciEducator, the first iterative self-evolving multi-agent system for scientific video comprehension and education. Rooted in the classical Deming Cycle from management science, our design reformulates its Plan-Do-Study-Act philosophy into a self-evolving reasoning and feedback mechanism, which facilitates the interpretation of intricate scientific activities in videos. Moreover, SciEducator can produce multimodal educational content tailored to specific scientific processes, including textual instructions , visual guides , audio narrations , and interactive references . To support evaluation, we construct SciVBench , a benchmark consisting of 500 expert-verified and literature-grounded science QA pairs across five categories, covering physical, chemical, and everyday phenomena . Extensive experiments demonstrate that SciEducator substantially outperforms leading closed-source MLLMs (e.g., Gemini, GPT-4o) and state-of-the-art video agents on the benchmark, establishing a new paradigm for the community.","{'paper_name': 'SciEducator: Scientific Video Understanding and Educating via Deming-Cycle Multi-Agent System', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.17943', 'upvote': 2, 'tags': ['video', 'scientific', 'scieducator']}"
doc2548098,"Recent video generation approaches increasingly rely on planning intermediate control signals such as object trajectories to improve temporal coherence and motion fidelity . However, these methods mostly employ single-shot plans that are typically limited to simple motions, or iterative refinement which requires multiple calls to the video generator, incuring high computational cost. To overcome these limitations, we propose SketchVerify, a training-free , sketch-verification-based planning framework that improves motion planning quality with more dynamically coherent trajectories (i.e., physically plausible and instruction-consistent motions ) prior to full video generation by introducing a test-time sampling and verification loop . Given a prompt and a reference image , our method predicts multiple candidate motion plans and ranks them using a vision-language verifier that jointly evaluates semantic alignment with the instruction and physical plausibility . To efficiently score candidate motion plans , we render each trajectory as a lightweight video sketch by compositing objects over a static background, which bypasses the need for expensive, repeated diffusion-based synthesis while achieving comparable performance. We iteratively refine the motion plan until a satisfactory one is identified, which is then passed to the trajectory-conditioned generator for final synthesis. Experiments on WorldModelBench and PhyWorldBench demonstrate that our method significantly improves motion quality , physical realism , and long-term consistency compared to competitive baselines while being substantially more efficient. Our ablation study further shows that scaling up the number of trajectory candidates consistently enhances overall performance.","{'paper_name': 'Planning with Sketch-Guided Verification for Physics-Aware Video Generation', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.17450', 'upvote': 2, 'tags': ['motion', 'video', 'plans']}"
doc2548099,"Generative models for structure-based drug design are often limited to a specific modality, restricting their broader applicability. To address this challenge, we introduce FuncBind, a framework based on computer vision to generate target-conditioned , all-atom molecules across atomic systems . FuncBind uses neural fields to represent molecules as continuous atomic densities and employs score-based generative models with modern architectures adapted from the computer vision literature. This modality-agnostic representation allows a single unified model to be trained on diverse atomic systems , from small to large molecules, and handle variable atom/residue counts, including non-canonical amino acids. FuncBind achieves competitive in silico performance in generating small molecules, macrocyclic peptides , and antibody complementarity-determining region loops , conditioned on target structures. FuncBind also generated in vitro novel antibody binders via de novo redesign of the complementarity-determining region H3 loop of two chosen co-crystal structures. As a final contribution, we introduce a new dataset and benchmark for structure-conditioned macrocyclic peptide generation. The code is available at https://github.com/prescient-design/funcbind.","{'paper_name': 'Unified all-atom molecule generation with neural fields', 'github_url': 'https://github.com/prescient-design/funcbind/', 'huggingface_url': 'https://huggingface.co/papers/2511.15906', 'upvote': 2, 'tags': ['funcbind', 'molecules', 'atomic']}"
doc2548100,"Training prohibited item detection models requires a large amount of X-ray security images, but collecting and annotating these images is time-consuming and laborious. To address data insufficiency, X-ray security image synthesis methods composite images to scale up datasets. However, previous methods primarily follow a two-stage pipeline, where they implement labor-intensive foreground extraction in the first stage and then composite images in the second stage. Such a pipeline introduces inevitable extra labor cost and is not efficient. In this paper, we propose a one-stage X-ray security image synthesis pipeline (Xsyn) based on text-to-image generation , which incorporates two effective strategies to improve the usability of synthetic images. The Cross-Attention Refinement (CAR) strategy leverages the cross-attention map from the diffusion model to refine the bounding box annotation . The Background Occlusion Modeling (BOM) strategy explicitly models background occlusion in the latent space to enhance imaging complexity. To the best of our knowledge, compared with previous methods, Xsyn is the first to achieve high-quality X-ray security image synthesis without extra labor cost. Experiments demonstrate that our method outperforms all previous methods with 1.2% mAP improvement, and the synthetic images generated by our method are beneficial to improve prohibited item detection performance across various X-ray security datasets and detectors. Code is available at https://github.com/pILLOW-1/Xsyn/.","{'paper_name': 'Taming Generative Synthetic Data for X-ray Prohibited Item Detection', 'github_url': 'https://github.com/pILLOW-1/Xsyn/', 'huggingface_url': 'https://huggingface.co/papers/2511.15299', 'upvote': 2, 'tags': ['images', 'ray', 'ray security']}"
doc2548101,"What data should a vision-language model be trained on? To answer this question, many data curation efforts center on the quality of a dataset. However, most of these existing methods are (i) offline, i.e. they produce a static dataset from a set of predetermined filtering criteria, and (ii) concept-agnostic, i.e. they use model-based filters which induce additional data biases. In this work, we go beyond such offline, concept-agnostic methods and advocate for more flexible, task-adaptive online concept-based curation. Our first contribution is DataConcept , a collection of 128M web-crawled image-text pairs annotated with fine-grained details about their concept composition. Building on DataConcept , we introduce Concept-Aware Batch Sampling ( CABS ), a simple yet effective batch sampling framework that flexibly constructs batches on-the-fly based on specific target distributions. We propose two variants: (i) Diversity Maximization ( CABS -DM) to curate batches with a broad coverage of available concepts, and (ii) Frequency Maximization ( CABS -FM) to curate batches with high object multiplicity. Through extensive evaluations across 28 benchmarks, we demonstrate that our CABS method significantly benefits CLIP / SigLIP model classes and yields highly performant models. Overall, CABS represents a strong open-source alternative to proprietary online data curation algorithms, enabling practitioners to define custom concept distributions that optimize for specific downstream tasks.","{'paper_name': 'Concept-Aware Batch Sampling Improves Language-Image Pretraining', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20643', 'upvote': 1, 'tags': ['concept', 'cabs', 'data']}"
doc2548102,"Obtaining the precise 3D motion of a table tennis ball from standard monocular videos is a challenging problem, as existing methods trained on synthetic data struggle to generalize to the noisy, imperfect ball and table detections of the real world. This is primarily due to the inherent lack of 3D ground truth trajectories and spin annotations for real-world video. To overcome this, we propose a novel two-stage pipeline that divides the problem into a front-end perception task and a back-end 2D-to-3D uplifting task. This separation allows us to train the front-end components with abundant 2D supervision from our newly created TTHQ dataset , while the back-end uplifting network is trained exclusively on physically-correct synthetic data . We specifically re-engineer the uplifting model to be robust to common real-world artifacts, such as missing detections and varying frame rates. By integrating a ball detector and a table keypoint detector , our approach transforms a proof-of-concept uplifting method into a practical, robust, and high-performing end-to-end application for 3D table tennis trajectory and spin analysis.","{'paper_name': 'Uplifting Table Tennis: A Robust, Real-World Application for 3D Trajectory and Spin Estimation', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20250', 'upvote': 1, 'tags': ['end', 'uplifting', '3d']}"
doc2548103,"Large language models (LLMs) are widely used for factual tasks such as ""What treats asthma?"" or ""What is the capital of Latvia?"". However, it remains unclear how stably LLMs encode distinctions between true, false, and neither-true-nor-false content in their internal probabilistic representations. We introduce representational stability as the robustness of an LLM's veracity representations to perturbations in the operational definition of truth. We assess representational stability by (i) training a linear probe on an LLM's activations to separate true from not-true statements and (ii) measuring how its learned decision boundary shifts under controlled label changes. Using activations from sixteen open-source models and three factual domains, we compare two types of neither statements. The first are fact-like assertions about entities we believe to be absent from any training data. We call these unfamiliar neither statements . The second are nonfactual claims drawn from well-known fictional contexts. We call these familiar neither statements . The unfamiliar statements induce the largest boundary shifts, producing up to 40% flipped truth judgements in fragile domains (such as word definitions), while familiar fictional statements remain more coherently clustered and yield smaller changes (leq 8.2%). These results suggest that representational stability stems more from epistemic familiarity than from linguistic form. More broadly, our approach provides a diagnostic for auditing and training LLMs to preserve coherent truth assignments under semantic uncertainty , rather than optimizing for output accuracy alone.","{'paper_name': 'Representational Stability of Truth in Large Language Models', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19166', 'upvote': 1, 'tags': ['statements', 'true', 'truth']}"
doc2548104,"Reinforcement Learning from Human Feedback (RLHF) is widely used for aligning large language models, yet practitioners face a persistent puzzle: improving safety often reduces fairness, scaling to diverse populations becomes computationally intractable, and making systems robust often amplifies majority biases. We formalize this tension as the Alignment Trilemma : no RLHF system can simultaneously achieve (i) epsilon-representativeness across diverse human values, (ii) polynomial tractability in sample and compute complexity, and (iii) delta-robustness against adversarial perturbations and distribution shift. Through a complexity-theoretic analysis integrating statistical learning theory and robust optimization , we prove that achieving both representativeness (epsilon <= 0.01) and robustness (delta <= 0.001) for global-scale populations requires Omega(2^{d_context}) operations, which is super-polynomial in the context dimensionality. We show that current RLHF implementations resolve this trilemma by sacrificing representativeness: they collect only 10^3--10^4 samples from homogeneous annotator pools while 10^7--10^8 samples are needed for true global representation. Our framework provides a unified explanation for documented RLHF pathologies including preference collapse , sycophancy , and systematic bias amplification . We conclude with concrete directions for navigating these fundamental trade-offs through strategic relaxations of alignment requirements.","{'paper_name': 'Position: The Complexity of Perfect AI Alignment -- Formalizing the RLHF Trilemma', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19504', 'upvote': 1, 'tags': ['rlhf', '10', 'representativeness']}"
doc2548105,"Large Language Models (LLMs) demonstrate partial forecasting competence across social, political, and economic events. Yet, their predictive ability varies sharply with domain structure and prompt framing . We investigate how forecasting performance varies with different model families on real-world questions about events that happened beyond the model cutoff date . We analyze how context , question type , and external knowledge affect accuracy and calibration , and how adding factual news context modifies belief formation and failure modes . Our results show that forecasting ability is highly variable as it depends on what, and how, we ask.","{'paper_name': ""Future Is Unevenly Distributed: Forecasting Ability of LLMs Depends on What We're Asking"", 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.18394', 'upvote': 1, 'tags': ['forecasting', 'varies', 'events']}"
